id,city_id,name,historic,length
634,91,Shigaraki Kogen Railway,false,14750
971,236,Seattle Streetcar,false,6760
69,81,Moscow Metro,false,544864
741,81,Moscow Aeroexpress,false,113693
1175,71,Tranvías Vía Estrecha,true,0
421,114,JR Central  東海旅客鉄道,false,193337
363,114,Yamaman,false,4146
375,114,Kominato Railway,false,39076
459,114,Kashima Rinkai Railway,false,56148
399,114,Kaigan Electric Railway,true,0
401,114,Kawasaki Transportation Department,true,0
304,114,Toei Light Rail,false,9715
334,114,Tokyo Tama Intercity Monorail,false,16087
339,114,Toyo Rapid Railway,false,16350
382,114,Saitama New Urban Transit,false,13376
313,114,Tokyo Waterfront New Transit Corporation,false,14807
314,114,Tokyo Monorail,false,18028
316,114,Tokyo Waterfront Area Rapid Transit,false,12297
322,114,Saitama Railway Corporation,false,14766
906,69,Preserved Railway,false,21989
849,69,(NR) North London Railway,true,30339
259,69,(TfL) Underground,false,427491
297,95,RER,false,0
300,95,Grand Paris Express,false,0
296,95,Tramway d'Île-de-France,false,204785
299,95,Dessertes aéroportuaires,false,43185
263,69,(TfL) Other,false,178441
261,69,National Rail,false,114578
262,69,(TfL) Overground,false,168211
854,69,(BR) Chiltern,false,102194
853,69,(BR) Thameslink,false,450890
857,69,(BR) East Anglia,false,217984
859,69,(BR) Essex Thameside,false,118950
860,69,(BR) East Coast,false,177037
858,69,(BR) Greater Western,false,52954
851,69,(BR) South Western,false,164138
850,69,(BR) Southeastern Railway,false,193611
852,69,(BR) Southern Railway,false,226880
323,114,Metropolitan Intercity Railway Company,false,58462
418,114,Izuhakone Railway  伊豆箱根鉄道,false,9628
349,114,Shonan Monorail,false,6565
83,95,Métro de Paris,false,263404
1203,467,Agra Metro,false,5025
1237,466,Lucknow Metro,false,23291
855,69,(BR) West Midlands Trains,false,80003
1236,468,Indore Metro,false,4397
959,114,Gakunan Electric Train Co.  岳南電車,false,0
376,114,Isumi Railway  いすみ鉄道,false,26838
307,114,Keio,false,87352
308,114,Keisei,false,182983
309,114,Odakyu,false,145913
312,114,Tokyu,false,103181
411,114,Ryutetsu,false,5557
419,114,Kanto Railway,false,55792
311,114,Tobu Railway,false,464200
415,114,Kujukuri Railway,true,0
417,114,Honjo Electric Railway,true,0
325,114,Tokyo Toden,true,12187
879,114,Shinano Railway,false,0
969,114,Ueda Electric Railway,false,0
410,114,Yokohama Municipal Streetcar,true,0
872,114,Watarase Keikoku Railway,false,36813
460,114,Moka Railway,false,42003
340,114,Yokohama Municipal Subway,false,53674
425,114,Jomo Electric Railway,false,25351
409,114,Nanso Railway,true,0
310,114,Seibu Railway,false,176414
391,114,Narita Railway,true,0
420,114,Choshi Electric Railway  銚子電気鉄道,false,6534
462,114,Utsunomiya Light Rail Co,false,14552
864,114,Izukyū Corporation  伊豆急行,false,44525
305,114,JR East  東日本旅客鉄道,false,2437324
368,114,Chiba Urban Monorail  千葉都市モノレール,false,15129
863,114,Joshin Electric Railway,false,0
100,114,Tokyo Metro,false,190854
293,114,Toei Subway,false,108684
966,114,Hakone Tozan Railway 箱根登山鉄道 ,false,0
324,114,Hokuso Railway  北総鉄道,false,32262
